dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,14.114165,12.146858,4.379622,2.133286,8.974523,3.283855,1.172850,0.157534,6.816607,0.817427
cuda,AlbertForQuestionAnswering,4,13.959363,12.055223,4.334004,2.130178,8.937248,3.295162,1.165223,0.154650,6.823082,0.432424
cuda,AllenaiLongformerBase,4,60.421294,51.619718,30.244498,8.487777,35.984084,16.604686,5.271018,0.472005,0.663246,14.734915
cuda,BartForCausalLM,4,19.475796,15.998776,7.517418,2.429321,10.596570,3.625709,1.714685,0.332121,2.359010,5.620076
cuda,BartForConditionalGeneration,2,50.240676,41.408743,19.017978,8.894882,22.709601,10.022116,4.375324,1.245896,1.150806,12.880843
cuda,BertForMaskedLM,16,19.781198,16.090927,6.530549,2.629037,9.281269,4.016259,1.760422,0.335502,5.498372,1.435128
cuda,BertForQuestionAnswering,16,19.354672,15.830965,6.494771,2.600719,9.182906,3.972449,1.728368,0.321851,5.408060,1.007825
cuda,BlenderbotForCausalLM,4,35.920325,28.215825,11.193074,5.890973,16.721348,7.958138,3.473877,0.945981,11.648135,3.967447
cuda,BlenderbotSmallForCausalLM,64,13.093738,10.588247,4.557147,1.818740,6.696380,2.333765,1.175268,0.199366,4.038344,2.407960
cuda,BlenderbotSmallForConditionalGeneration,64,32.722193,26.407995,11.666127,4.573133,15.061472,6.578784,2.913961,0.678018,1.797510,8.162597
cuda,CamemBert,16,19.575754,15.969898,6.579505,2.625100,9.239922,4.000720,1.719724,0.322155,5.402559,0.337742
cuda,DebertaForMaskedLM,4,32.961686,26.051931,15.438046,4.177747,18.509635,5.246724,2.733918,0.394534,0.942088,7.493324
cuda,DebertaForQuestionAnswering,8,33.420207,26.332570,15.781742,3.678677,19.445921,5.546077,2.712155,0.401156,1.785286,7.595472
cuda,DebertaV2ForMaskedLM,1,52.628479,38.934294,19.939953,4.776047,23.425087,7.803468,3.418093,0.706546,1.509732,8.953985
cuda,DebertaV2ForQuestionAnswering,2,52.359995,38.710690,19.555701,5.732612,23.798047,8.424338,3.969455,0.713236,0.547242,10.381755
cuda,DistilBertForMaskedLM,128,10.334262,8.750496,3.982198,1.337142,6.027194,2.312625,0.935888,0.142238,3.443219,1.143716
cuda,DistilBertForQuestionAnswering,256,10.414041,8.834845,4.062109,1.486773,6.046014,2.123107,0.922717,0.138473,3.532166,0.560615
cuda,DistillGPT2,16,10.343329,8.809327,4.509325,1.381947,6.743385,2.209883,0.884306,0.124347,1.889767,3.669704
cuda,ElectraForCausalLM,32,21.572028,17.877743,8.321539,2.651126,13.942503,4.220641,1.821074,0.326771,3.003249,8.395782
cuda,ElectraForQuestionAnswering,64,19.566795,15.618082,6.501749,2.624772,11.333765,4.046033,1.730906,0.322918,7.574216,1.691511
cuda,GPT2ForSequenceClassification,4,16.769217,13.720527,6.085916,2.877013,8.795159,3.498704,1.584815,0.273312,5.689535,1.393749
cuda,LayoutLMForMaskedLM,16,21.712972,17.407483,8.137364,2.672035,10.968250,4.121383,1.765882,0.328866,1.819585,5.621778
cuda,LayoutLMForSequenceClassification,16,21.536799,17.677500,8.499822,2.964736,12.697851,4.670476,2.030870,0.329422,6.632996,7.281987
cuda,M2M100ForConditionalGeneration,16,47.004625,38.396370,16.385376,7.163660,23.337174,8.913644,4.339902,0.938094,11.379154,14.402571
cuda,MBartForCausalLM,4,20.532993,17.168903,8.354189,2.575631,11.664406,4.171566,2.044031,0.353487,2.247165,5.999540
cuda,MBartForConditionalGeneration,2,48.623975,38.996834,16.792609,8.161796,22.282549,10.513816,4.476495,1.362153,0.585271,13.950975
cuda,MT5ForConditionalGeneration,16,31.021662,25.703097,11.166916,4.198363,16.931340,7.872264,2.483382,0.527381,20.162782,10.505965
cuda,MegatronBertForCausalLM,4,37.962564,30.708227,12.916823,6.615003,17.759574,9.025007,3.552673,0.906337,11.693326,0.406525
cuda,MegatronBertForQuestionAnswering,8,37.459347,30.350399,12.695143,6.430948,17.535665,8.935198,3.446522,0.914235,11.500310,0.668716
cuda,MobileBertForMaskedLM,64,50.226454,41.574631,11.382018,7.885479,26.492441,14.456371,5.662459,3.384816,23.733366,1.697335
cuda,MobileBertForQuestionAnswering,128,50.732222,41.989019,11.549947,8.354277,27.039173,14.816735,5.698799,3.487480,24.220937,1.014166
cuda,OPTForCausalLM,2,19.597857,16.490537,8.116512,2.541558,11.044513,4.697879,1.854695,0.316394,2.995900,5.766976
cuda,PLBartForCausalLM,8,11.987497,10.275328,5.675770,1.274678,7.928810,2.211392,0.901392,0.140756,1.491323,3.586177
cuda,PLBartForConditionalGeneration,4,25.548430,20.894590,9.548331,3.335569,12.976003,5.096124,2.252856,0.467887,2.709244,7.140340
cuda,PegasusForCausalLM,32,19.782724,16.461775,7.994376,2.613544,11.176023,4.015152,1.761072,0.345113,2.445907,6.135815
cuda,PegasusForConditionalGeneration,32,37.680158,33.026022,12.379270,6.278092,19.639764,8.114575,3.878855,0.912935,0.661642,13.977785
cuda,RobertaForCausalLM,16,20.872045,17.107864,7.140087,2.633996,9.552643,4.027703,1.738127,0.322692,0.709354,5.163889
cuda,RobertaForQuestionAnswering,16,19.067248,15.579093,6.305413,2.557436,8.587462,3.888731,1.687304,0.313805,4.954359
cuda,Speech2Text2ForCausalLM,256,12.086478,10.162453,6.031569,1.116055,8.355781,1.749123,0.891223,0.140314,1.343126,3.498019
cuda,T5ForConditionalGeneration,4,21.677843,18.012979,8.262804,3.033976,12.225080,4.810666,1.781096,0.334758,6.318253,7.442243
cuda,T5Small,4,21.576798,17.955084,8.200722,3.004689,12.100046,4.773395,1.758140,0.337370,6.416049,7.318825
cuda,TrOCRForCausalLM,32,19.500314,16.064808,7.626538,2.360545,10.657531,3.572049,1.674633,0.322162,1.325860,5.502563
cuda,XGLMForCausalLM,8,38.936893,32.468879,14.686846,7.395133,19.879158,8.601595,3.633420,0.937001,32.265031,12.836448
cuda,XLNetLMHeadModel,8,51.511541,43.133576,19.040240,8.795404,23.120498,12.863228,3.880937,0.880033,7.680950,13.805777
cuda,YituTechConvBert,16,29.375824,23.880309,10.540233,4.667961,15.656521,6.337839,2.578303,0.539908,8.867090,9.966744
