dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.125638,8.836176,3.347075,1.767938,7.471791,3.067185,1.036348,0.138883,5.969223,0.929386
cuda,AlbertForQuestionAnswering,4,10.259542,8.932102,3.345303,1.738002,7.595287,2.965137,1.020288,0.135907,6.063111,0.538125
cuda,AllenaiLongformerBase,4,104.221344,97.543839,79.031929,7.404528,84.668394,64.406706,4.325719,0.406071,0.652904,13.348680
cuda,BartForCausalLM,4,12.600551,11.373788,5.617385,1.693666,8.570034,2.979261,1.122969,0.222761,1.464851,4.725717
cuda,BartForConditionalGeneration,2,31.250856,27.864235,13.463933,4.773967,18.655475,7.841198,2.865556,0.812916,1.165936,10.168522
cuda,BertForMaskedLM,16,13.303726,11.748609,5.748481,2.257578,7.978816,2.645105,1.245515,0.254051,4.574739,1.462536
cuda,BertForQuestionAnswering,16,13.271167,11.711951,5.730377,1.747531,8.306537,2.876859,1.246446,0.242156,4.410756,1.041224
cuda,BlenderbotForCausalLM,4,23.557810,20.999371,9.922951,3.747043,14.629267,5.999409,2.376393,0.597299,4.192780,8.610264
cuda,BlenderbotSmallForCausalLM,64,7.959501,7.124339,3.260861,1.152443,5.724860,2.210508,0.852542,0.146732,3.671547,2.035566
cuda,BlenderbotSmallForConditionalGeneration,64,19.723439,17.640482,7.771114,2.804533,11.974541,5.170334,2.048827,0.487050,1.906442,7.149205
cuda,CamemBert,16,13.305407,11.613649,5.738811,2.008494,7.954297,2.631238,1.232292,0.248906,4.490305,0.377763
cuda,DebertaForMaskedLM,4,28.472022,22.733684,14.826191,2.473612,18.434307,4.336647,1.884431,0.320963,0.829541,6.283528
cuda,DebertaForQuestionAnswering,8,29.725507,24.018196,15.155840,2.695224,18.519997,4.254802,1.890810,0.323545,1.774040,6.279260
cuda,DebertaV2ForMaskedLM,1,40.015760,31.111715,18.278815,3.097543,21.842416,4.609152,2.291978,0.549379,1.487962,6.981327
cuda,DebertaV2ForQuestionAnswering,2,38.925702,30.775994,17.210369,3.268836,21.459886,5.639563,2.673447,0.554075,0.511827,7.839479
cuda,DistilBertForMaskedLM,128,6.696993,6.060231,2.843392,1.166245,4.710638,1.427530,0.665602,0.110674,3.079122,1.186075
cuda,DistilBertForQuestionAnswering,256,6.578785,5.953797,2.806102,1.123618,4.648374,1.422429,0.658895,0.107217,3.010589,0.587420
cuda,DistillGPT2,16,8.150997,7.356720,4.429947,1.224523,6.169353,1.428033,0.686188,0.098346,2.685104,3.005352
cuda,ElectraForCausalLM,32,15.125897,13.545049,7.540461,2.010835,10.876295,2.761976,1.302573,0.249114,2.601889,5.434385
cuda,ElectraForQuestionAnswering,64,13.171945,11.594781,5.522951,1.789001,8.117120,2.896029,1.238236,0.249287,4.469405,1.308001
cuda,GPT2ForSequenceClassification,4,11.861912,10.300566,4.667092,1.897210,7.102912,3.118609,1.196105,0.216245,4.412437,1.017904
cuda,GoogleFnet,16,13.758955,12.822512,9.772015,1.098634,12.954172,1.957842,0.661059,0.110918,1.744601,4.341152
cuda,LayoutLMForMaskedLM,16,14.305801,12.288853,6.102110,2.194160,8.146964,2.715224,1.258853,0.250451,4.727218,1.469429
cuda,LayoutLMForSequenceClassification,16,13.802854,11.744740,5.818907,2.184902,9.898058,3.405590,1.726255,0.247435,6.351004,6.523787
cuda,M2M100ForConditionalGeneration,16,30.140356,26.703388,12.397498,4.040533,20.081788,8.174541,3.392874,0.675730,8.495915,11.929407
cuda,MBartForCausalLM,4,14.207788,12.954653,7.162375,1.716918,10.125818,3.042879,1.150330,0.220250,1.346151,4.761333
cuda,MBartForConditionalGeneration,2,31.317296,27.933134,13.167966,5.862173,17.443072,7.579960,2.953431,0.857048,0.540153,10.351549
cuda,MT5ForConditionalGeneration,16,23.200130,19.619300,8.687827,3.140265,13.580673,5.833858,1.885876,0.453663,20.543619,8.469624
cuda,MegatronBertForCausalLM,4,22.834638,19.535987,7.727837,3.623039,11.784167,6.121220,2.408034,0.634562,7.847371,0.416563
cuda,MegatronBertForQuestionAnswering,8,22.768199,19.422562,7.578223,3.571959,11.467162,5.949904,2.340339,0.630562,7.626897,0.618290
cuda,MobileBertForMaskedLM,64,33.753998,26.755765,6.983232,5.062830,17.483724,8.981613,3.734363,1.983990,16.369559,1.727458
cuda,MobileBertForQuestionAnswering,128,35.904744,28.419597,7.127416,6.142462,18.821684,9.465624,4.231014,2.346869,18.140311,1.044608
cuda,OPTForCausalLM,2,13.059880,11.755429,5.929402,1.784357,8.883704,3.504570,1.321333,0.236201,1.728797,4.816344
cuda,PLBartForCausalLM,8,8.568269,7.847584,4.380894,1.186152,6.577480,1.511998,0.684652,0.108342,1.171098,3.428262
cuda,PLBartForConditionalGeneration,4,16.688769,15.029475,7.043415,2.660895,10.939865,4.120563,1.696001,0.358814,1.668256,6.670680
cuda,PegasusForCausalLM,32,13.014957,11.477388,5.889600,1.683975,9.398556,3.034800,1.231771,0.235414,1.592030,5.273138
cuda,PegasusForConditionalGeneration,32,28.614190,25.282992,10.943686,4.066896,16.978808,7.669147,3.013755,0.655072,0.682624,10.308758
cuda,RobertaForCausalLM,16,13.866521,12.263698,6.043743,2.083995,8.378320,3.087191,1.305321,0.254709,0.756104,4.510076
cuda,RobertaForQuestionAnswering,16,13.366433,11.806840,5.829474,1.753605,8.322471,2.862231,1.232559,0.243084,4.332018
cuda,Speech2Text2ForCausalLM,256,8.277960,7.373142,4.586441,0.802178,7.407065,1.479987,0.621094,0.101182,1.105006,3.665520
cuda,T5ForConditionalGeneration,4,16.640912,14.133418,6.630046,2.407906,12.382607,4.084344,1.400288,0.283216,5.849946,8.276511
cuda,T5Small,4,16.703765,14.231669,6.797319,2.109941,12.786008,4.346131,1.389924,0.285145,5.707178,8.211762
cuda,TrOCRForCausalLM,32,12.548582,11.336136,5.612529,1.671538,8.838109,3.061247,1.218798,0.234297,1.072011,4.976973
cuda,XGLMForCausalLM,8,27.150049,24.229059,11.898005,4.350544,17.448223,6.905835,3.019892,0.686533,21.939087,10.354456
cuda,XLNetLMHeadModel,8,109.694210,105.582542,87.095872,6.583311,90.735804,74.953561,2.798938,0.732461,7.958163,10.491235
cuda,YituTechConvBert,16,19.641758,17.277900,8.222953,3.163100,13.102342,4.371219,1.815676,0.418497,7.908967,8.174314
