dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForQuestionAnswering,4,1.767235,3.301467,1.680593,7.525691,2.897027,0.998268,0.131977,1.156891,7.138118,0.512459
cuda,BartForCausalLM,4,1.933193,5.420362,1.830439,8.440469,2.448633,1.119979,0.214063,1.356721,1.494208,6.289037
cuda,BartForConditionalGeneration,2,5.027702,12.765025,4.455334,18.314321,7.679770,2.845274,0.818255,1.039402,1.134953,11.259673
cuda,BertForMaskedLM,16,2.365122,5.442884,1.716206,8.133683,2.811921,1.222266,0.241838,1.973914,6.468523,1.450004
cuda,BertForQuestionAnswering,16,2.421996,5.767999,1.725845,8.466741,2.821665,1.477677,0.236510,1.431886,5.944940,0.981467
cuda,BlenderbotSmallForCausalLM,64,1.231950,3.129812,1.301722,5.379900,1.791682,0.841573,0.143623,2.391169,5.998398,2.017166
cuda,BlenderbotSmallForConditionalGeneration,64,3.284441,7.340111,3.039342,11.368180,4.774263,2.019384,0.479239,2.100908,1.963614,9.309541
cuda,CamemBert,16,2.304258,5.688599,1.729585,8.325746,3.055842,1.217573,0.238970,0.878656,5.331234,0.337313
cuda,DebertaForMaskedLM,4,6.586430,15.082855,2.447549,18.629405,3.770105,1.852923,0.302734,14.816485,0.849092,21.037928
cuda,DebertaForQuestionAnswering,8,6.633155,15.164838,2.432991,18.715153,3.778082,1.859363,0.308358,15.994734,1.787447,22.201067
cuda,DebertaV2ForMaskedLM,1,10.589787,18.306766,2.830199,22.166933,4.289870,2.310744,0.529090,33.623334,1.467120,40.679610
cuda,DebertaV2ForQuestionAnswering,2,10.575238,17.581454,3.237669,21.928686,4.987044,2.654940,0.523882,33.680766,0.508937,41.629323
cuda,DistilBertForMaskedLM,128,0.909176,2.964290,0.923480,4.877213,1.398149,0.850873,0.107486,1.515196,4.396563,1.183605
cuda,DistilBertForQuestionAnswering,256,0.961883,3.022929,0.926500,4.949563,1.633943,0.663803,0.103453,0.922275,3.824792,0.579217
cuda,DistillGPT2,16,1.113452,4.582635,0.993067,6.392986,1.675389,0.668722,0.094045,2.122691,2.689494,4.973213
