dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,11.971369,10.414726,4.540792,1.680462,8.963786,3.314661,1.159312,0.147121,1.059313,1.065275,7.244856
cuda,BartForCausalLM,4,17.242880,13.951901,7.127950,2.034754,10.384828,3.730747,1.601746,0.282392,1.438341,1.512670,6.836647
cuda,BartForConditionalGeneration,2,42.362281,34.564556,17.562417,6.103369,22.112633,9.550557,3.909269,1.033643,0.852853,1.280855,11.781459
cuda,BertForMaskedLM,16,16.678533,13.479571,6.468460,2.292996,9.233305,3.798326,1.617551,0.291294,1.962660,2.086297,7.131835
cuda,BertForQuestionAnswering,16,16.904305,13.695374,6.679482,2.282264,9.379063,3.782654,1.613191,0.289083,1.563431,1.649591,6.655756
cuda,BlenderbotSmallForCausalLM,64,10.845531,8.876239,4.381547,1.478487,6.433219,2.225081,1.078002,0.173983,2.440173,6.042924,2.091069
cuda,BlenderbotSmallForConditionalGeneration,64,27.544883,22.385837,10.916075,3.322757,14.802810,6.676836,2.651780,0.579686,2.025641,1.834512,9.418514
cuda,CamemBert,16,16.722709,13.508101,6.490117,2.284395,9.173267,3.825931,1.625277,0.291562,0.832310,0.968047,5.912431
cuda,DebertaForMaskedLM,4,29.498831,22.875364,14.108185,2.702647,17.711291,4.749670,2.264414,0.363652,14.895601,2.389323,21.460100
cuda,DebertaForQuestionAnswering,8,29.588346,22.969604,14.181453,2.650653,17.962032,4.705307,2.261666,0.364536,16.285887,2.795391,22.977726
cuda,DebertaV2ForMaskedLM,1,43.759073,31.605697,17.163564,3.942273,19.893129,5.471346,2.899726,0.630759,32.977976,1.681109,40.080213
cuda,DistilBertForMaskedLM,128,10.149099,8.745155,5.013245,1.086206,6.885195,2.100778,0.878614,0.130533,1.542049,3.760640,4.558311
cuda,DistilBertForQuestionAnswering,256,10.262373,8.880168,5.123151,1.072082,7.158189,2.104411,0.870005,0.126210,0.884125,2.914526,4.048713
cuda,DistillGPT2,16,11.489558,10.074784,6.422893,1.129658,8.328460,1.913891,1.087138,0.112901,1.587946,2.895963,4.674431
cuda,ElectraForCausalLM,32,18.845930,15.537659,8.408684,2.302015,14.429920,3.960830,1.681595,0.290031,3.469081,3.714022,11.908641
cuda,ElectraForQuestionAnswering,64,17.060181,13.814692,6.710306,2.289480,11.818873,3.872862,1.625520,0.292612,2.311456,2.326385,9.821617
cuda,GPT2ForSequenceClassification,4,18.181456,15.218972,8.460290,2.213503,10.888738,3.896610,1.551356,0.252755,1.323640,2.431504,6.065408
cuda,GoogleFnet,16,11.816886,10.123222,6.752507,1.205465,10.471873,1.893056,0.838855,0.129272,3.838518,1.787667,8.841821
cuda,LayoutLMForMaskedLM,16,18.647773,15.056269,7.876026,2.164487,10.784017,3.914814,1.672185,0.298235,1.979019,2.503914,7.356907
cuda,LayoutLMForSequenceClassification,16,18.824893,15.304283,8.154846,2.188996,12.748813,4.726995,1.929275,0.290672,6.260021,6.710476,13.341119
cuda,M2M100ForConditionalGeneration,16,40.414683,32.746118,15.887889,5.111361,22.164373,8.811287,3.989766,0.795265,3.787880,8.677633,15.720354
cuda,MBartForCausalLM,4,19.190720,15.961982,8.709154,2.099670,11.830142,3.764216,1.626129,0.284178,1.380482,1.331529,6.711457
cuda,MBartForConditionalGeneration,2,41.784497,33.885325,16.695339,6.228492,21.444156,9.754577,4.023725,1.087836,0.888511,0.498912,12.140694
cuda,MT5ForConditionalGeneration,16,28.311066,23.291076,10.837747,3.409186,15.361562,6.573994,2.489573,0.536844,4.019964,22.376435,12.419545
cuda,MegatronBertForCausalLM,4,32.702878,26.109336,12.013570,4.454980,16.654186,8.253550,3.209697,0.727892,1.071276,1.646044,10.384555
cuda,MegatronBertForQuestionAnswering,8,32.466488,25.927239,11.895765,4.406424,16.700654,8.153845,3.160907,0.743635,1.585619,1.579121,11.013862
cuda,MobileBertForMaskedLM,64,36.608053,29.425184,8.400973,5.525071,21.217579,9.794131,4.678341,2.547387,3.103003,3.612246,21.786493
cuda,MobileBertForQuestionAnswering,128,36.931376,29.694793,8.382629,5.551861,21.260441,10.196224,4.676548,2.536649,2.734440,2.323180,21.499559
cuda,OPTForCausalLM,2,16.677792,13.876851,7.222563,2.016997,10.171811,3.898191,1.926879,0.278573,1.451301,1.789876,6.522412
cuda,PLBartForCausalLM,8,10.352076,8.807114,5.142128,1.081067,7.328096,1.825006,0.868760,0.131177,1.080024,1.188590,4.404023
cuda,PLBartForConditionalGeneration,4,21.679870,17.821633,8.731803,2.996886,12.598595,4.976998,2.173892,0.423720,1.660453,1.699076,8.671716
cuda,PegasusForCausalLM,32,16.780184,13.754214,7.293283,1.981843,10.823840,3.656774,1.595173,0.278437,1.690456,1.552291,7.311249
cuda,PegasusForConditionalGeneration,32,30.229500,26.732973,11.433861,3.926091,17.850480,7.924059,3.357727,0.723492,2.091964,0.654332,12.661594
cuda,RobertaForCausalLM,16,17.226166,14.005285,7.025105,2.160023,9.506934,3.895756,1.666069,0.294816,0.861680,1.330529,5.802324
cuda,RobertaForQuestionAnswering,16,16.933715,13.709152,6.685371,2.295580,9.106762,3.825095,1.631039,0.289542,0.572830,0.618240,5.401706
cuda,Speech2Text2ForCausalLM,256,10.489179,8.925522,5.679864,0.941628,8.408590,1.680098,0.979557,0.126260,1.313700,1.082952,5.039219
cuda,T5ForConditionalGeneration,4,20.549168,17.053893,8.409856,2.278335,11.828449,4.727058,1.812030,0.336443,2.432228,7.030782,8.258529
cuda,T5Small,4,20.582280,17.096610,8.453299,2.284270,11.842612,4.727757,1.812580,0.336470,2.468188,7.081287,8.276254
cuda,XGLMForCausalLM,8,35.347324,29.251482,15.080652,4.967879,20.663787,9.060285,3.357624,0.809515,4.006715,21.561302,14.788073
cuda,XLNetLMHeadModel,8,48.056044,40.931999,19.861024,7.447215,24.998506,14.254024,3.818656,0.946231,10.027995,12.902606
cuda,YituTechConvBert,16,24.854568,20.256858,9.753984,3.867705,15.173245,5.818906,2.387082,0.495552,6.747014,9.802311,16.204281
