dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,AlbertForMaskedLM,4,1,1,479,479,1.0000,0.9973,1.9871
cuda,AlbertForQuestionAnswering,4,1,1,470,470,1.0000,0.9972,1.9819
cuda,AllenaiLongformerBase,1,4,4,3271,3272,0.9997,0.9934,9.2221
cuda,BartForCausalLM,8,1,1,502,502,1.0000,0.9986,2.5319
cuda,BartForConditionalGeneration,2,1,1,1303,1303,1.0000,0.9988,9.7999
cuda,BertForMaskedLM,64,1,1,403,403,1.0000,0.9967,4.7955
cuda,BertForQuestionAnswering,64,1,1,408,408,1.0000,0.9973,4.8589
cuda,BigBird,1,64,75,5429,5501,0.9869,0.9716,7.5642
cuda,BlenderbotSmallForCausalLM,64,1,1,344,344,1.0000,0.9955,1.4777
cuda,BlenderbotSmallForConditionalGeneration,64,1,1,874,874,1.0000,0.9983,5.2288
cuda,CamemBert,1,1,1,384,384,1.0000,0.9959,4.7704
cuda,DebertaForMaskedLM,16,111,51,781,819,0.9536,0.7676,3.4757
cuda,DebertaForQuestionAnswering,16,111,51,787,828,0.9505,0.7765,3.4205
cuda,DebertaV2ForMaskedLM,4,163,99,961,1030,0.9330,0.7853,6.2081
cuda,DebertaV2ForQuestionAnswering,4,163,99,960,1048,0.9160,0.7826,6.1496
cuda,DistilBertForMaskedLM,32,1,1,241,241,1.0000,0.9948,1.1113
cuda,DistilBertForQuestionAnswering,32,1,1,239,239,1.0000,0.9953,1.0739
cuda,DistillGPT2,1,1,1,395,395,1.0000,0.9952,1.5974
cuda,ElectraForCausalLM,32,1,1,404,404,1.0000,0.9969,4.8425
cuda,ElectraForQuestionAnswering,64,1,1,407,407,1.0000,0.9974,4.9163
cuda,GPT2ForSequenceClassification,4,2,2,737,737,1.0000,0.9984,4.2345
cuda,GPTNeoForCausalLM,4,1,1,1270,1270,1.0000,0.9994,7.1390
cuda,GPTNeoForSequenceClassification,4,2,2,1269,1269,1.0000,0.9994,7.2069
cuda,GoogleFnet,1,27,27,239,282,0.8475,0.8248,0.9866
cuda,LayoutLMForMaskedLM,16,1,1,459,459,1.0000,0.9946,5.0961
cuda,LayoutLMForSequenceClassification,16,2,2,452,452,1.0000,0.9960,4.9491
cuda,M2M100ForConditionalGeneration,4,7,7,1315,1316,0.9992,0.9974,5.7923
cuda,MBartForCausalLM,16,1,1,504,504,1.0000,0.9980,2.4770
cuda,MBartForConditionalGeneration,8,1,1,1319,1319,1.0000,0.9990,9.9505
cuda,MT5ForConditionalGeneration,4,1,1,1242,1242,1.0000,0.9986,12.6321
cuda,MegatronBertForCausalLM,8,1,1,784,784,1.0000,0.9983,15.5451
cuda,MegatronBertForQuestionAnswering,8,1,1,777,777,1.0000,0.9983,15.4634
cuda,MobileBertForMaskedLM,16,1,1,1644,1644,1.0000,0.9991,63.3031
cuda,MobileBertForQuestionAnswering,32,1,1,1653,1653,1.0000,0.9991,63.2697
cuda,OPTForCausalLM,16,1,1,603,603,1.0000,0.9979,2.5042
cuda,PLBartForCausalLM,16,1,1,269,269,1.0000,0.9972,1.2077
cuda,PLBartForConditionalGeneration,8,1,1,684,684,1.0000,0.9979,3.5535
cuda,PegasusForCausalLM,16,4,4,500,501,0.9980,0.9966,2.3587
cuda,PegasusForConditionalGeneration,8,7,7,1309,1312,0.9977,0.9979,6.0260
cuda,RobertaForCausalLM,64,1,1,415,415,1.0000,0.9949,4.8819
cuda,RobertaForQuestionAnswering,64,1,1,413,413,1.0000,0.9968,4.9159
cuda,Speech2Text2ForCausalLM,64,4,4,282,282,1.0000,0.9975,1.1794
cuda,T5ForConditionalGeneration,4,1,1,852,852,1.0000,0.9986,7.3548
cuda,T5Small,1,1,1,863,863,1.0000,0.9979,7.2757
cuda,TrOCRForCausalLM,16,1,1,507,507,1.0000,0.9981,2.3906
cuda,XGLMForCausalLM,4,4,4,989,989,1.0000,0.9973,5.9395
cuda,XLNetLMHeadModel,8,1,1,964,964,1.0000,0.9993,13.8654
cuda,YituTechConvBert,1,1,1,683,683,1.0000,0.9979,7.8043
