dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.451794,10.902954,1.187213,36.399591,2.147490,0.891472,0.132271,7.476144,34.241930
cuda,AlbertForQuestionAnswering,2,1.449242,10.770396,1.162591,30.056410,2.155379,0.905872,0.132445,0.639437,21.378043
cuda,BartForCausalLM,2,10.208769,23.376326,1.243016,46.447872,2.676797,1.010042,0.215801,7.077178,31.486308
cuda,BartForConditionalGeneration,1,27.659014,53.434478,2.294071,104.400415,6.135890,2.028631,0.723503,1.005877,54.510820
cuda,BertForMaskedLM,64,5.433078,33.333245,1.331632,50.110522,3.558979,1.136624,0.256902,9.454639,27.659790
cuda,BertForQuestionAnswering,64,5.418965,31.532794,1.304779,44.405279,3.472448,1.110626,0.244386,0.454050,14.727331
cuda,BigBird,1,12.285017,8.041120,0.936679,19.405077,1.840153,0.894465,0.187587,9.796618,22.219520
cuda,BlenderbotSmallForCausalLM,64,4.940873,15.020763,0.872582,37.135474,1.697132,0.741809,0.138696,10.582104,33.630285
cuda,BlenderbotSmallForConditionalGeneration,32,13.100498,34.564557,2.015329,71.126363,4.659822,1.819715,0.470801,17.948214,56.683795
cuda,CamemBert,1,5.367317,29.759050,1.127834,43.373614,3.160046,0.938638,0.224901,2.620569,17.460713
cuda,DebertaForMaskedLM,4,8.082861,20.216684,2.075452,36.595644,3.956712,1.799491,0.305481,19.685513,38.376986
cuda,DebertaForQuestionAnswering,4,7.983705,17.961560,2.032701,30.952349,3.917662,1.791462,0.305388,18.432413,33.690965
cuda,DistilBertForMaskedLM,16,1.855085,15.969929,0.956948,29.541044,1.452744,0.597122,0.108003,10.147888,24.726110
cuda,DistilBertForQuestionAnswering,32,1.823504,18.255251,0.941196,33.646200,1.430507,0.583092,0.109554,13.197726,29.579813
cuda,DistillGPT2,1,1.567207,20.992603,0.554043,34.108225,1.281284,0.518946,0.085434,18.911631,32.626374
cuda,ElectraForCausalLM,1,5.447871,29.197532,1.146885,46.705775,3.164568,0.962502,0.229982,2.835210,21.587677
cuda,ElectraForQuestionAnswering,64,5.410938,35.082241,1.325084,51.912146,3.507932,1.131295,0.254564,9.625163,27.877810
cuda,GPT2ForSequenceClassification,4,4.027010,42.145946,1.273143,56.086464,3.156647,1.105707,0.194765,4.705319,20.005341
cuda,GoogleFnet,1,2.251169,6.884065,0.655294,19.048872,1.407882,0.599987,0.105541,6.725921,19.616953
cuda,LayoutLMForMaskedLM,16,5.752189,33.129467,1.356353,49.197933,3.605951,1.139068,0.255780,8.316633,25.840170
cuda,LayoutLMForSequenceClassification,16,5.695762,32.152427,1.331812,52.267710,4.169464,1.335722,0.251413,26.684072,48.228275
cuda,M2M100ForConditionalGeneration,2,27.318873,65.058223,2.742810,125.490467,6.008010,2.699625,0.645861,42.685245,106.086560
cuda,MBartForCausalLM,16,10.283697,26.404537,1.276883,50.016924,2.779481,1.109018,0.228074,7.967533,32.948983
cuda,MBartForConditionalGeneration,8,27.559605,53.409632,2.804622,97.385687,6.816654,3.187627,0.825732,12.314943,59.327668
cuda,MT5ForConditionalGeneration,2,7.368121,56.427407,2.101566,98.338096,4.551808,1.631216,0.403984,44.986292,89.176453
cuda,MegatronBertForCausalLM,2,17.241016,65.292493,3.011017,80.717560,7.310636,2.209363,0.648349,5.971323,24.596183
cuda,MegatronBertForQuestionAnswering,8,16.700689,63.232811,2.394013,77.793974,7.030706,2.002342,0.589983,12.661699,29.806420
cuda,MobileBertForMaskedLM,16,139.343409,38.400737,3.199170,73.888100,7.283255,3.308818,1.738272,16.822242,55.833452
cuda,MobileBertForQuestionAnswering,32,137.811534,34.714092,3.188899,66.681853,7.246421,3.270253,1.749599,10.140333,45.623452
