dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.2469,16.4699,28.7315
cuda,AlbertForQuestionAnswering,2,1.2493,15.8789,27.8199
cuda,AllenaiLongformerBase,1,1.0226,28.8200,16.1772
cuda,BartForCausalLM,2,0.9965,9.1832,24.5974
cuda,BartForConditionalGeneration,1,1.0305,21.9467,35.9311
cuda,BertForMaskedLM,64,0.9714,11.5556,25.0128
cuda,BertForQuestionAnswering,64,1.0188,10.7703,17.7335
cuda,BigBird,1,0.8569,17.0746,10.8474
cuda,BlenderbotSmallForCausalLM,64,0.9227,7.5347,23.8764
cuda,BlenderbotSmallForConditionalGeneration,32,1.0067,15.9385,18.4508
cuda,CamemBert,1,1.3715,11.2479,8.0068
cuda,DebertaForMaskedLM,4,1.0717,18.3156,12.9898
cuda,DebertaForQuestionAnswering,4,1.2359,17.5549,8.9454
cuda,DistilBertForMaskedLM,16,1.0700,8.2849,7.1315
cuda,DistilBertForQuestionAnswering,32,1.0314,7.6939,6.7098
cuda,DistillGPT2,1,1.4573,5.4010,6.4261
cuda,ElectraForCausalLM,1,1.3662,11.2144,1.5921
cuda,ElectraForQuestionAnswering,64,1.2014,11.0997,23.5816
cuda,GPT2ForSequenceClassification,4,1.5805,9.9446,25.3928
cuda,GoogleFnet,1,1.1658,7.1905,5.7397
cuda,LayoutLMForMaskedLM,16,1.0633,11.7927,30.6285
cuda,LayoutLMForSequenceClassification,16,1.1290,10.9999,23.3899
cuda,M2M100ForConditionalGeneration,2,1.3020,19.8713,32.0777
cuda,MBartForCausalLM,16,0.9794,10.3576,20.3875
cuda,MBartForConditionalGeneration,8,1.2392,21.9476,29.6063
cuda,MT5ForConditionalGeneration,2,2.2987,22.5674,21.4477
cuda,MegatronBertForCausalLM,2,1.4696,17.8295,21.5419
cuda,MegatronBertForQuestionAnswering,8,1.3319,17.4819,22.4750
cuda,MobileBertForMaskedLM,16,1.4745,211.8970,6.3470
cuda,MobileBertForQuestionAnswering,32,1.4470,206.4019,6.1579
cuda,OPTForCausalLM,4,1.4595,9.0908,9.1063
cuda,PLBartForCausalLM,16,1.0745,6.4033,10.1936
cuda,PLBartForConditionalGeneration,8,1.3160,12.4009,12.0251
cuda,PegasusForCausalLM,8,1.1420,10.9183,16.2812
cuda,PegasusForConditionalGeneration,4,1.4117,19.8645,26.5576
cuda,RobertaForCausalLM,4,1.4508,10.3666,7.6342
cuda,RobertaForQuestionAnswering,64,1.0182,10.0612,17.7335
cuda,Speech2Text2ForCausalLM,64,1.1548,6.8718,5.4375
cuda,T5ForConditionalGeneration,4,0.9741,16.8986,20.0234
cuda,T5Small,1,1.3671,16.2248,7.6393
cuda,TrOCRForCausalLM,8,1.1596,8.9572,16.1713
cuda,XGLMForCausalLM,1,1.2438,19.9720,38.8551
cuda,XLNetLMHeadModel,4,1.0868,29.0248,38.3836
cuda,YituTechConvBert,1,1.3606,15.3673,7.7598
